uid,consent,SII_1,SII_1_other,SII_1_reason,Date,Sow_date,SII_3_1,SII_3_2,SII_4_1,SII_4_2,SII_5,SII_6_1_UREA,SII_6_2_UREA,SII_6_3_UREA,SII_6_4_UREA,SII_7_1_UREA,SII_7_2_UREA,SII_7_3_UREA,SII_6_1_DAP,SII_6_2_DAP,SII_6_3_DAP,SII_6_4_DAP,SII_7_1_DAP,SII_7_2_DAP,SII_7_3_DAP,SII_6_1_MOP,SII_6_2_MOP,SII_6_3_MOP,SII_6_4_MOP,SII_7_1_MOP,SII_7_2_MOP,SII_7_3_MOP,SII_6_1_ZINC,SII_6_2_ZINC,SII_6_3_ZINC,SII_6_4_ZINC,SII_7_1_ZINC,SII_7_2_ZINC,SII_7_3_ZINC,SII_6_1_NPK_202020,SII_6_2_NPK_202020,SII_6_3_NPK_202020,SII_6_4_NPK_202020,SII_7_1_NPK_202020,SII_7_2_NPK_202020,SII_7_3_NPK_202020,SII_6_1_NPK_20200,SII_6_2_NPK_20200,SII_6_3_NPK_20200,SII_6_4_NPK_20200,SII_7_1_NPK_20200,SII_7_2_NPK_20200,SII_7_3_NPK_20200,SII_6_1_NPK_123216,SII_6_2_NPK_123216,SII_6_3_NPK_123216,SII_6_4_NPK_123216,SII_7_1_NPK_123216,SII_7_2_NPK_123216,SII_7_3_NPK_123216,FKT_1,FKT_2,FKT_3
B05V65F1813,Yes,Sowing,,,2018-08-11,2018-06-27,9.0,Bigha,0,,1,No,,,,,,,Yes,2,Bag,50 Kilogram,Yes,,,No,,,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,Yes,Very useful,
B05V65F1816,Yes,Sowing,,,2018-08-17,2018-07-10,6.0,Bigha,1,Rainfall,1,No,,,,,,,Yes,60,Kilo,,Yes,,,No,,,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,Yes,Very useful,
B05V65F1819,Yes,Sowing,,,2018-08-16,2018-06-17,12.0,Bigha,1,Underground water,1,No,,,,,,,Yes,3,Bag,50 Kilogram,Yes,,,No,,,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,Yes,Very useful,
B05V65F1821,Yes,Sowing,,,2018-08-17,2018-07-08,7.0,Bigha,1,Rainfall,1,No,,,,,,,Yes,1,Bag,50 Kilogram,Yes,,,No,,,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,Yes,Useful,
B05V65F1822,Yes,Sowing,,,2018-08-07,2018-07-18,15.0,Bigha,1,Rainfall,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Very useful,
B05V65F1824,Yes,Sowing,,,2018-08-08,2018-06-29,10.3,Bigha,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Very useful,NA
B05V65F1825,Yes,Sowing,,,2018-08-18,2018-06-19,14.0,Bigha,1,Underground water,1,No,,,,,,,Yes,6,Bag,50 Kilogram,Yes,,,No,,,,,,,No,,,,,,,No,,,,,,,,,,,,,,Yes,2,Bag,50 Kilogram,Yes,,,Yes,Very useful,
B05V65F1826,Yes,Sowing,,,2018-08-18,2018-07-19,9.0,Bigha,1,Rainfall,1,No,,,,,,,Yes,90,Kilo,,Yes,,,No,,,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,Yes,Useful,GOOD INFORMETION
B05V65F1827,Yes,Sowing,,,2018-08-17,2018-07-18,8.0,Bigha,1,Rainfall,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Very useful,KRISHITARANG MATHI ATHVADIYE EK VAR PHONE AAVE TO SARU BAHUJ PHONE AAVE CHE
B05V65F1828,Yes,Sowing,,,2018-08-18,2018-07-09,10.0,Bigha,1,Rainfall,1,No,,,,,,,No,,,,,,,No,,,,,,,No,,,,,,,No,,,,,,,,,,,,,,Yes,2,Bag,50 Kilogram,Yes,,,Yes,Very useful,
B05V66F1829,Yes,Sowing,,,2018-08-09,2018-07-05,8.0,Bigha,1,Underground water,1,No,,,,,,,Yes,2,Bag,50 Kilogram,Yes,,,No,,,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,Yes,Very useful,NA
B05V66F1832,Yes,Sowing,,,2018-08-17,2018-06-28,13.0,Bigha,1,Underground water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B05V66F1835,Yes,Sowing,,,2018-08-07,2018-06-28,25.0,Bigha,1,Underground water,1,No,,,,,,,Yes,200,Kilo,,Yes,,,No,,,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,No,,
B05V66F1839,Yes,Sowing,,,2018-08-07,2018-06-08,5.0,Bigha,1,Underground water,1,No,,,,,,,Yes,1,Bag,50 Kilogram,Yes,,,No,,,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,Yes,Very useful,
B05V66F1844,Yes,Sowing,,,2018-08-08,2018-06-19,5.0,Bigha,1,Underground water,1,No,,,,,,,Yes,1,Bag,50 Kilogram,Yes,,,No,,,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,Yes,Very useful,
B05V66F1845,Yes,Sowing,,,2018-08-17,2018-06-18,12.0,Bigha,1,Underground water,1,No,,,,,,,Yes,120,Kilo,,Yes,,,No,,,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,Yes,Very useful,
B05V66F1849,Yes,Sowing,,,2018-08-16,2018-07-17,5.0,Bigha,1,Rainfall,1,No,,,,,,,Yes,65,Kilo,,Yes,,,No,,,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,Yes,Very useful,
B05V66F1852,Yes,Sowing,,,2018-08-16,2018-06-17,13.0,Bigha,1,Underground water,1,No,,,,,,,Yes,3,Bag,50 Kilogram,Yes,,,No,,,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,Yes,Very useful,
B05V66F1853,Yes,Sowing,,,2018-08-16,2018-06-17,5.0,Bigha,1,Dam,1,No,,,,,,,Yes,12,Kilo,,Yes,,,No,,,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,Yes,Somewhat useful,
B05V68F1891,Yes,No sowing,,VARSAD NATHI AETLE VAVETAR NATHI KARIYU,2018-08-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Very useful,
B05V68F1892,Yes,Sowing,,,2018-08-17,2018-06-03,7.0,Bigha,0,,1,No,,,,,,,Yes,1.5,Bag,50 Kilogram,Yes,,,No,,,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,Yes,Very useful,REPORT NATHI MALIYO REPORT KYARE AAVSE..
B05V68F1893,Yes,Sowing,,,2018-08-16,2018-06-17,7.0,Bigha,1,Rainfall,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,
B05V68F1895,Yes,Sowing,,,2018-08-18,2018-06-04,10.0,Bigha,1,Underground water,1,No,,,,,,,Yes,2,Bag,50 Kilogram,Yes,,,No,,,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,Yes,Very useful,
B05V68F1896,Yes,Sowing,,,2018-08-07,2018-06-08,30.0,Bigha,1,Underground water,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Very useful,
B05V68F1897,Yes,Sowing,,,2018-08-09,2018-06-25,15.0,Bigha,1,Underground water,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Useful,
B05V68F1898,Yes,Sowing,,,2018-08-09,2018-07-10,6.0,Bigha,1,Underground water,1,No,,,,,,,Yes,60,Kilo,,Yes,,,No,,,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,Yes,Very useful,
B05V68F1900,Yes,Sowing,,,2018-08-16,2018-07-07,8.0,Bigha,1,Underground water,1,No,,,,,,,Yes,2,Bag,50 Kilogram,Yes,,,Yes,2,Bag,50 Kilogram,Yes,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,Yes,Very useful,
B05V68F1901,Yes,Sowing,,,2018-08-10,2018-06-26,8.0,Bigha,1,Underground water,1,Yes,160,Kilo,,Yes,,,Yes,160,Kilo,,Yes,,,No,,,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,Yes,Very useful,
B05V68F1903,Yes,Sowing,,,2018-08-10,2018-07-06,10.0,Bigha,1,Rainfall,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Very useful,MAHITI SABHALYA PACHI J KAPAS NU VAVETAR KARYU CHE
B05V68F1904,Yes,Sowing,,,2018-08-17,2018-05-19,9.0,Bigha,1,Underground water,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Very useful,
B05V68F1905,Yes,Sowing,,,2018-08-20,2018-08-19,6.0,Bigha,1,Rainfall,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Useful,
B05V68F1907,Yes,Sowing,,,2018-08-10,2018-05-27,14.0,Bigha,1,Rainfall,1,Yes,3,Bag,45 Kilogram,Yes,,,No,,,,,,,No,,,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,Yes,Somewhat useful,
B05V68F1908,Yes,Sowing,,,2018-08-17,2018-07-03,10.0,Bigha,1,Dam,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Very useful,
B05V68F1909,Yes,Sowing,,,2018-08-08,2018-07-09,9.0,Bigha,1,Rainfall,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Useful,
B05V68F1910,Yes,Sowing,,,2018-08-18,2018-07-04,17.0,Bigha,1,Rainfall,1,No,,,,,,,No,,,,,,,No,,,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,Yes,Useful,
B05V68F1911,Yes,Sowing,,,2018-08-09,2018-06-10,22.0,Bigha,0,,1,Yes,3,Bag,50 Kilogram,Yes,,,Yes,4,Bag,50 Kilogram,Yes,,,No,,,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,Yes,Useful,VARSHAAD THAY TO KAIK KHBR PADE...
B05V68F1912,Yes,Sowing,,,2018-08-07,2018-07-18,12.0,Bigha,1,Rainfall,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,
B05V68F1913,Yes,Sowing,,,2018-08-07,2018-07-08,5.0,Bigha,1,Underground water,1,No,,,,,,,Yes,3,Bag,50 Kilogram,Yes,,,No,,,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,No,,
B05V68F1914,Yes,Sowing,,,2018-08-20,2018-07-06,30.0,Bigha,1,Underground water,1,No,,,,,,,Yes,6,Bag,50 Kilogram,No,30,Bigha,No,,,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,Yes,Very useful,KHUBAJ SARIJ CHHE MAHITI SAVE
B05V68F1915,Yes,Sowing,,,2018-08-10,2018-06-26,15.0,Bigha,1,Rainfall,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Very useful,
B05V68F1916,Yes,Crop failure,KAPASH BALI GAYO CHE,,2018-08-09,2018-06-10,10.0,Bigha,1,Rainfall,1,No,,,,,,,Yes,3,Bag,50 Kilogram,Yes,,,Yes,2,Bag,50 Kilogram,Yes,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,Yes,Very useful,
B05V68F1918,Yes,Sowing,,,2018-08-09,2018-06-05,5.0,Bigha,1,Underground water,1,Yes,2,Bag,50 Kilogram,Yes,,,Yes,2,Bag,50 Kilogram,Yes,,,No,,,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,Yes,Very useful,
B05V68F1919,Yes,Sowing,,,2018-08-08,2018-06-29,8.45,Bigha,1,Underground water,1,No,,,,,,,No,,,,,,,No,,,,,,,No,,,,,,,Yes,10,Kilo,,Yes,,,,,,,,,,,,,,,,,Yes,Very useful,NA
B05V68F1921,Yes,Sowing,,,2018-08-20,2018-07-06,4.0,Bigha,1,Underground water,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Very useful,
B05V68F1923,Yes,Sowing,,,2018-08-20,2018-06-21,6.0,Bigha,1,Underground water,1,No,,,,,,,No,,,,,,,No,,,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,Yes,Very useful,
B05V68F1925,Yes,Sowing,,,2018-08-10,2018-07-01,12.0,Bigha,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Useful,REPORT NATHI AAVIYO REPORT MOKLO TO KHABAR PADE K SU GHATE CHHE.
B05V68F1926,Yes,Sowing,,,2018-08-20,2018-07-06,7.0,Bigha,1,Rainfall,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Somewhat useful,RUBRU MAHITI MADE TO SARU
B06V69F1928,Yes,Sowing,,,2018-08-09,2018-07-10,15.0,Bigha,1,Underground water,1,No,,,,,,,Yes,2,Bag,50 Kilogram,Yes,,,Yes,2,Bag,50 Kilogram,Yes,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,Yes,Very useful,FAL KHARTO HOY TO AENE ROKVA MATE SU KARVI AENE MAHITI MOKALO KAHTAR NI MAHITI NATHI JOITI..
B06V69F1930,Yes,Sowing,,,2018-08-17,2018-06-18,12.0,Bigha,1,Underground water,1,No,,,,,,,Yes,3,Bag,50 Kilogram,Yes,,,No,,,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,Yes,Somewhat useful,AMUK MAHITI SAMJATI NTHI
B06V69F1931,Yes,Sowing,,,2018-08-11,2018-06-27,5.0,Bigha,1,Underground water,1,Yes,1.5,Bag,50 Kilogram,Yes,,,Yes,1.5,Bag,50 Kilogram,Yes,,,No,,,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,Yes,Very useful,
B06V69F1936,Yes,Sowing,,,2018-08-18,2018-06-09,14.0,Bigha,1,Underground water,1,No,,,,,,,Yes,4.5,Bag,50 Kilogram,Yes,,,Yes,3.5,Bag,50 Kilogram,Yes,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,Yes,Very useful,
B06V69F1938,Yes,Sowing,,,2018-08-20,2018-06-06,6.0,Bigha,1,Underground water,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Not useful,KESET BOLE CHHE AETLE MAHITI UPAYOGI NATHI THATI RUBRUB VATO KARO TO KAIK KHBR PADE ANE AAPDI SANSTHA J MAHITI AAPE CHHE AE MAHITI NO KHYAL J CHHE AEMNE..
B06V69F1940,Yes,Sowing,,,2018-08-16,2018-06-09,24.0,Bigha,1,Underground water,1,No,,,,,,,Yes,8.5,Bag,50 Kilogram,Yes,,,No,,,,,,,Yes,5.0,Bag,25 Kilogram,Yes,,,No,,,,,,,,,,,,,,,,,,,,,Yes,Useful,
B06V69F1941,Yes,Sowing,,,2018-08-08,2018-06-09,13.0,Bigha,1,Underground water,1,Yes,130,Kilo,,Yes,,,Yes,130,Kilo,,Yes,,,No,,,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,No,,
B06V69F1944,Yes,Sowing,,,2018-08-08,2018-05-25,7.5,Bigha,1,Underground water,1,No,,,,,,,Yes,3,Bag,50 Kilogram,No,7.5,Bigha,No,,,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,Yes,Very useful,
B06V69F1950,Yes,Sowing,,,2018-08-09,2018-06-30,13.0,Bigha,1,Underground water,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Very useful,
B06V70F1953,Yes,Sowing,,,2018-08-10,2018-06-04,25.0,Bigha,1,Underground water,1,No,,,,,,,Yes,10,Bag,50 Kilogram,Yes,,,No,,,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,Yes,Very useful,MAHITI NAAPON CHO PAN A DAVA AMARA AGRO MA NATHI ALTI
B06V70F1955,Yes,Sowing,,,2018-08-16,2018-06-17,8.0,Bigha,1,Underground water,1,No,,,,,,,Yes,3,Bag,50 Kilogram,Yes,,,No,,,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,No,,
B06V70F1956,Yes,Sowing,,,2018-08-16,2018-07-02,7.0,Bigha,1,Underground water,1,No,,,,,,,Yes,3,Bag,50 Kilogram,Yes,,,No,,,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,Yes,Very useful,
B06V70F1957,Yes,Sowing,,,2018-08-18,2018-06-04,12.0,Bigha,1,Underground water,1,No,,,,,,,Yes,6,Bag,50 Kilogram,Yes,,,Yes,3,Bag,50 Kilogram,Yes,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,Yes,Very useful,
B06V70F1958,Yes,Sowing,,,2018-08-17,2018-06-13,23.0,Bigha,1,Underground water,1,Yes,7,Bag,45 Kilogram,Yes,,,Yes,5,Bag,50 Kilogram,Yes,,,No,,,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,Yes,Very useful,
B06V70F1961,Yes,Sowing,,,2018-08-11,2018-06-07,12.0,Bigha,1,Underground water,1,No,,,,,,,Yes,10,Bag,50 Kilogram,Yes,,,No,,,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,Yes,Very useful,PANI NI SAGVAD KARI AAPO TO SARU
B06V70F1962,Yes,Sowing,,,2018-08-08,2018-06-09,8.0,Bigha,1,Underground water,1,Yes,2,Bag,50 Kilogram,Yes,,,Yes,1,Bag,50 Kilogram,Yes,,,No,,,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,Yes,Very useful,
B06V70F1965,Yes,Sowing,,,2018-08-09,2018-06-10,10.0,Bigha,1,Underground water,1,No,,,,,,,Yes,4,Bag,50 Kilogram,Yes,,,No,,,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,Yes,Very useful,
B06V70F1966,Yes,No sowing,,,2018-08-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Useful,
B06V70F1967,Yes,Sowing,,,2018-08-08,2018-06-09,15.0,Bigha,1,Underground water,1,No,,,,,,,Yes,7,Bag,50 Kilogram,Yes,,,No,,,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,Yes,Useful,
B06V70F1968,Yes,Sowing,,,2018-08-18,2018-06-19,10.0,Bigha,1,Dam,1,Yes,6,Bag,50 Kilogram,Yes,,,Yes,8,Bag,50 Kilogram,Yes,,,No,,,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,Yes,Very useful,
B06V70F1970,Yes,No sowing,,,2018-08-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Very useful,
B06V70F1971,Yes,Sowing,,,2018-08-20,2018-06-21,15.0,Bigha,1,Underground water,1,Yes,14,Kilo,,Yes,,,Yes,7,Kilo,,Yes,,,Yes,16,Kilo,,Yes,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,Yes,Very useful,KAPAS BAHUJ SARO THAYO CHHE TAMARI SEVA NA MARGDARSAN THI
B06V70F1972,Yes,Sowing,,,2018-08-11,2018-05-28,30.0,Bigha,1,Underground water,1,Yes,15,Bag,45 Kilogram,Yes,,,Yes,15,Bag,50 Kilogram,Yes,,,No,,,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,Yes,Very useful,
B06V70F1976,Yes,Sowing,,,2018-08-20,2018-05-07,12.0,Bigha,1,Underground water,1,No,,,,,,,Yes,4,Bag,50 Kilogram,Yes,,,Yes,3,Bag,50 Kilogram,Yes,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,Yes,Useful,
B06V70F1978,Yes,Sowing,,,2018-08-18,2018-06-04,35.0,Bigha,1,Underground water,1,No,,,,,,,Yes,16,Bag,50 Kilogram,Yes,,,No,,,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,Yes,Very useful,
B06V70F1979,Yes,No sowing,,VARSAD NATHI ETLE KAPAS NATHI VAVIYO,2018-08-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Useful,
B06V70F1980,Yes,Sowing,,,2018-08-09,2018-06-10,10.0,Bigha,1,Underground water,1,No,,,,,,,Yes,4,Bag,50 Kilogram,Yes,,,No,,,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,Yes,Not useful,NA
B06V70F1981,Yes,Sowing,,,2018-08-08,2018-06-24,10.0,Bigha,1,Underground water,1,No,,,,,,,Yes,4,Bag,50 Kilogram,Yes,,,No,,,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,Yes,Very useful,SEVA NA MANASO EK VAR GAM MA AAVI NE KHEDUTO NO PAK JOYI NE JAI EVI BHALAMAN
B06V70F1982,Yes,Sowing,,,2018-08-10,2018-06-11,5.0,Bigha,1,Rainfall,1,Yes,2,Bag,50 Kilogram,Yes,,,Yes,2,Bag,50 Kilogram,Yes,,,No,,,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,Yes,Somewhat useful,NA
B06V71F1986,Yes,Sowing,,,2018-08-16,2018-07-02,18.0,Bigha,1,Underground water,1,No,,,,,,,No,,,,,,,No,,,,,,,No,,,,,,,No,,,,,,,,,,,,,,Yes,5,Bag,50 Kilogram,Yes,,,Yes,Very useful,50RS NU BALANCE NATHI AAVIYU..
B06V71F1987,Yes,Sowing,,,2018-08-10,2018-06-26,30.0,Bigha,1,Dam,1,No,,,,,,,Yes,12,Bag,50 Kilogram,Yes,,,No,,,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,Yes,Very useful,
B06V71F1990,Yes,Sowing,,,2018-08-20,2018-07-26,14.0,Bigha,1,Underground water,1,No,,,,,,,Yes,2,Bag,50 Kilogram,Yes,,,No,,,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,Yes,Very useful,report badha na aavi gaya chhe pn maro j nathi aayo badha nu jamin nu sample sathe lidhu hatu
B06V71F1994,Yes,Sowing,,,2018-08-18,2018-06-19,40.0,Bigha,1,Underground water,1,No,,,,,,,Yes,8,Bag,50 Kilogram,Yes,,,No,,,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,Yes,Very useful,
B06V71F1997,Yes,No sowing,,VARSAD NATHI ATLE NATHI VAVYO,2018-08-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Very useful,
B06V71F1998,Yes,Sowing,,,2018-08-16,2018-06-17,15.0,Bigha,1,Underground water,1,Yes,7,Bag,45 Kilogram,Yes,,,No,,,,,,,Yes,6,Bag,50 Kilogram,Yes,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,Yes,Useful,MAHITI SARI AAVE CHE
B06V71F1999,Yes,Sowing,,,2018-08-10,2018-06-11,21.0,Bigha,1,Underground water,1,No,,,,,,,Yes,315,Kilo,,Yes,,,No,,,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,Yes,Somewhat useful,
B06V71F2000,Yes,Sowing,,,2018-08-08,2018-05-25,9.0,Bigha,1,Underground water,1,No,,,,,,,Yes,3,Bag,50 Kilogram,Yes,,,No,,,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,Yes,Very useful,
B06V71F2001,Yes,Sowing,,,2018-08-09,2018-06-25,30.0,Bigha,1,Underground water,1,No,,,,,,,Yes,25,Bag,50 Kilogram,Yes,,,No,,,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,Yes,Very useful,SEVA BAHU SARI CHE
B06V71F2002,Yes,Sowing,,,2018-08-07,2018-07-08,12.0,Bigha,1,Rainfall,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Very useful,
B06V71F2004,Yes,Sowing,,,2018-08-16,2018-06-17,21.0,Bigha,1,Underground water,1,Yes,10,Bag,45 Kilogram,Yes,,,Yes,8,Bag,50 Kilogram,Yes,,,No,,,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,Yes,Very useful,VARSHAD NATHI AETALE KAI KEVU NATHI PACHI KAYISU
B06V71F2006,Yes,Sowing,,,2018-08-18,2018-06-19,60.0,Bigha,1,Underground water,1,No,,,,,,,Yes,180,Kilo,,Yes,,,No,,,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,Yes,Useful,
B06V71F2010,Yes,Sowing,,,2018-08-20,2018-05-22,15.0,Bigha,1,Underground water,1,No,,,,,,,No,,,,,,,No,,,,,,,No,,,,,,,No,,,,,,,,,,,,,,Yes,6,Bag,50 Kilogram,Yes,,,Yes,Very useful,BARABAR CHE MAHITI
B06V71F2012,Yes,Crop failure,KAPAS BADI GAYO CHHE ANE KHEDUT FARI VAR KAPAS NAI VAVE,,2018-08-08,2018-07-24,10.0,Bigha,1,Surface Irrigation,1,No,,,,,,,No,,,,,,,No,,,,,,,No,,,,,,,No,,,,,,,Yes,3,Gram,,Yes,,,,,,,,,,Yes,Very useful,
B06V71F2013,Yes,Sowing,,,2018-08-18,2018-07-19,8.0,Bigha,1,Dam,1,No,,,,,,,Yes,3,Bag,25 Kilogram,Yes,,,No,,,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,Yes,Very useful,
B06V72F2021,Yes,No sowing,,,2018-08-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Very useful,BHU SARI MAHITI CHHE.
B06V72F2029,Yes,Sowing,,,2018-08-10,2018-07-08,4.0,Bigha,1,Underground water,1,No,,,,,,,No,,,,,,,No,,,,,,,No,,,,,,,No,,,,,,,,,,,,,,Yes,1,Bag,50 Kilogram,Yes,,,Yes,Very useful,
B06V72F2031,Yes,Sowing,,,2018-08-16,2018-06-17,3.0,Bigha,0,,1,No,,,,,,,No,,,,,,,No,,,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,Yes,Very useful,
B06V72F2033,Yes,Sowing,,,2018-08-17,2018-06-18,7.0,Bigha,1,Underground water,1,Yes,5,Bag,45 Kilogram,Yes,,,Yes,2,Bag,50 Kilogram,Yes,,,Yes,1,Bag,50 Kilogram,Yes,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,Yes,Very useful,
B06V72F2034,Yes,Sowing,,,2018-08-10,2018-07-31,7.0,Bigha,1,Underground water,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Very useful,
B06V72F2038,Yes,Sowing,,,2018-08-20,2018-07-06,28.0,Bigha,1,Underground water,1,No,,,,,,,Yes,10,Bag,50 Kilogram,Yes,,,No,,,,,,,No,,,,,,,No,,,,,,,Yes,10,Gram,,Yes,,,,,,,,,,Yes,Useful,GULABI EYAL NI MAHITI JOAIYE CHE
B06V72F2039,Yes,Sowing,,,2018-08-09,2018-06-10,7.0,Acre,1,Underground water,1,No,,,,,,,Yes,6,Bag,50 Kilogram,Yes,,,No,,,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,Yes,Very useful,NA
