uid,reject_why,consent,consent_no,cultivated_cotton,reported_area_bigha,reported_cotton_area,irrigation_el,harvested_cotton,number_harvests,yield_kg,nonsurveyed_plots,harv_nsplot,harv_all_nsplot_kg,aplots_count,harv_aplot,harv_all_aplot_kg,harv_total_kg,selling_cotton,cotton_sales,cotton_sold_kg,unsold_cotton,storage_locations,storage_own_house,storage_own_godown,storage_neighbor_godown,storage_market_warehouse,storage_other,storage_dk,other_storage_location,planned_sale_time_1,planned_sale_time_2,planned_sale_time_3,planned_sale_time_4,cotton_stored_kg,knowledge_1,knowledge_2,knowledge_3,knowledge_4,knowledge_5,knowledge_6_1,knowledge_6_2,knowledge_6_3,knowledge_6_4,knowledge_6_5,knowledge_6_1_1,knowledge_6_2_1,knowledge_6_3_1,knowledge_6_4_1,knowledge_6_5_1,knowledge_7_1,knowledge_7_2,knowledge_7_3,knowledge_7_4,knowledge_7_5,knowledge_7_6,knowledge_7_7,knowledge_7_8,knowledge_7_9,knowledge_7_10,info_tv,info_mobile_phone,info_gov_extension,info_ngo,info_farmers,info_agro_shops,info_traders,info_radio,info_krushi_mela,info_newspaper,info_other,other_info_source,trust_tv,trust_mobile_phone,trust_gov_extension,trust_ngo,trust_farmers,trust_agro_shops,trust_traders,trust_radio,trust_krushi_mela,trust_newspaper,trust_other,primary_info_source,other_primary_source,phone_info_sources,phone_info_kt,phone_info_iffco_kisaan,phone_info_reliance_foundation,phone_info_local_kvk,phone_info_dk,phone_info_other,other_phone_info,call_frequency,days_called,phone_service_start,willingness_to_experiment,experimented_2018,experiments_2018,expriment_bore_well,expriment_new_fertilizer,experiment_fert_quantity,experiment_pesticide,experiment_machinery,experiment_intercropping,experiment_seed_variety,experiment_drip_irrigation,experiment_organic,experiment_land_prep,experiment_new_crop,experiment_fencing,experiment_other,experiment_dk,experiment_refuse,other_experiment,exp_reason,exp_reason_observation,exp_reason_gov,exp_reason_subsidy,exp_reason_rec,exp_reason_info_source,exp_reason_self,exp_reason_other,exp_reason_dk,exp_reason_refuse,other_exp_reason,starttime,total_sale_revenue,expected_storage_revenue,total_sold_stored,mapped_surveyed_plot,consent_mapping,cotton_partial,mapping_complete,form_merge
B06V69F1940,,Yes,,Yes,,24.0,Yes,Yes,3.0,7240.0,2.0,Yes,4400.0,,No,0.0,11640.0,Yes,2.0,11640.0,No,,,,,,,,,,,,,0.0,Nitrogen,NPK grade fertilizer,DAP,Ammonium Sulphate/SSP/Gypsum/Chirodi,Sulphur fertilizer,No,No,No,No,No,,,,,,No,No,No,No,No,,,,,,No,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,No,,,high,,,very high,,high,very high,very high,high,,radio,,1 4,Yes,No,No,Yes,No,No,,,,,would try it immediately,Yes,9,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,,5,No,No,No,No,Yes,No,No,No,No,,,2180.0,,11640.0,Yes,Yes,,Yes,matched (3)
B06V69F1941,,Yes,,Yes,,15.0,Yes,Yes,3.0,2400.0,7.0,Yes,12620.0,,No,0.0,15020.0,Yes,4.0,15020.0,No,,,,,,,,,,,,,0.0,,DAP,DAP,,,No,No,No,No,No,,,,,,No,No,No,No,No,,,,,,No,Yes,No,Yes,No,Yes,No,No,Yes,No,No,,,high,,very high,,medium,,,very high,,,agro dealers,,.d,No,No,No,No,Yes,No,,More than once a week,8,Before 2018,would try it after observing others and/or learning from other sources,Yes,1 12,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,,6,No,No,No,No,No,Yes,No,No,No,,,4572.0,,15020.0,Yes,Yes,Yes,Yes,matched (3)
B06V69F1944,,Yes,,Yes,,7.0,Yes,Yes,3.0,3000.0,1.0,No,0.0,,No,0.0,3000.0,Yes,2.0,1000.0,Yes,2,No,Yes,No,No,No,No,,,April,,,2000.0,Nitrogen,Murate of Potash (MOP),20-20-20,,Sulphur fertilizer,Yes,No,Yes,No,No,30 days after sowing,,at the time of sowing with Basal fertilizers,,,No,Yes,No,No,No,,,,,,No,Yes,No,No,Yes,No,No,No,Yes,Yes,No,,,medium,,,very high,,,,medium,medium,,,Potani rite,1 .o,Yes,No,No,No,No,Yes,UPL,,,,would try it after observing others and/or learning from other sources,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2227.0,1100.0,3000.0,Yes,Yes,Yes,Yes,matched (3)
B06V69F1950,,Yes,,Yes,,13.0,Yes,Yes,2.0,4200.0,2.0,No,0.0,,No,0.0,4200.0,Yes,1.0,4200.0,No,,,,,,,,,,,,,0.0,,DAP,DAP,,Ammonium Sulphate/SSP/Gypsum/Chirodi,No,Yes,No,No,No,,30 days after sowing,,,,No,Yes,No,No,No,,,,,,Yes,No,No,No,Yes,Yes,No,No,No,No,No,,very low,,,,high,low,,,,,,,Potana anubhav thi,,,,,,,,,,,,would try it after observing others and/or learning from other sources,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1025.0,,4200.0,Yes,Yes,No,Yes,matched (3)
B06V70F1953,,Yes,,Yes,,26.0,Yes,Yes,3.0,4200.0,1.0,Yes,3000.0,,No,0.0,7200.0,Yes,3.0,7200.0,No,,,,,,,,,,,,,0.0,,,DAP,,Sulphur fertilizer,Yes,Yes,Yes,No,No,,,,,,No,No,No,No,No,,,,,,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,No,No,,medium,low,,,high,low,,very low,very low,,,,Self,.d,No,No,No,No,Yes,No,,Once a week,8,Since March/Holi 2018,would try it after observing others and/or learning from other sources,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3595.0,,7200.0,Yes,Yes,No,Yes,matched (3)
B06V70F1954,,Yes,,Yes,35.0,15.0,Yes,Yes,3.0,10000.0,2.0,Yes,6000.0,,No,0.0,16000.0,Yes,3.0,16000.0,No,,,,,,,,,,,,,0.0,Nitrogen,,DAP,,Ammonium Sulphate/SSP/Gypsum/Chirodi,Yes,Yes,No,No,No,30 days after sowing,at the time of sowing with Basal fertilizers,,,,No,No,No,No,No,,,,,,No,Yes,No,No,Yes,Yes,No,No,Yes,No,No,,,very low,,,high,low,,,medium,,,,Self,.d,No,No,No,No,Yes,No,,Once a week,8,Since March/Holi 2018,would try it after observing others and/or learning from other sources,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3200.0,,16000.0,Yes,Yes,No,Yes,matched (3)
B06V70F1955,,Yes,,Yes,8.0,8.0,Yes,Yes,3.0,1800.0,1.0,Yes,800.0,,No,0.0,2600.0,Yes,1.0,2600.0,No,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,No,Yes,No,Yes,Yes,Yes,No,No,No,No,No,,,very low,,medium,medium,very low,,,,,,none of these,,.d,No,No,No,No,Yes,No,,,8,Since March/Holi 2018,would try it immediately,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1100.0,,2600.0,Yes,Yes,No,Yes,matched (3)
B06V70F1956,,Yes,,Yes,,7.5,Yes,Yes,3.0,2400.0,1.0,Yes,300.0,,No,0.0,2700.0,Yes,1.0,1400.0,Yes,2,No,Yes,No,No,No,No,,,Does not plan to sell,,,1300.0,Nitrogen,,DAP,,Ammonium Sulphate/SSP/Gypsum/Chirodi,No,No,No,No,No,,,,,,No,No,No,No,No,,,,,,Yes,Yes,No,No,Yes,Yes,No,No,Yes,No,No,,very low,high,,,low,medium,,,very low,,,,Self,1,Yes,No,No,No,No,No,,,,,would try it after observing others and/or learning from other sources,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,906.0,1000.0,2700.0,,,,,master only (1)
B06V70F1957,,Yes,,Yes,,12.0,Yes,Yes,4.0,5600.0,1.0,No,0.0,,No,0.0,5600.0,Yes,1.0,5600.0,No,,,,,,,,,,,,,0.0,,DAP,20-20-20,,Sulphur fertilizer,No,No,No,No,No,,,,,,No,No,No,No,No,,,,,,Yes,Yes,Yes,No,Yes,Yes,No,No,No,Yes,No,,medium,medium,medium,,medium,medium,,,,medium,,,Potana anubhav thi,.d,No,No,No,No,Yes,No,,Once a month,8,Since June /Sowing cotton 2018,would try it after observing others and/or learning from other sources,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1165.0,,5600.0,Yes,Yes,No,Yes,matched (3)
B06V70F1958,,Yes,,Yes,,25.0,Yes,Yes,4.0,14000.0,5.0,Yes,23000.0,,No,0.0,37000.0,Yes,2.0,14000.0,Yes,2,No,Yes,No,No,No,No,,,March,,,23000.0,,,DAP,Sulphur fertilizer,Ammonium Sulphate/SSP/Gypsum/Chirodi,No,Yes,No,No,No,,at the time of sowing with Basal fertilizers,,,,No,No,No,No,No,,,,,,Yes,Yes,No,No,No,Yes,No,No,Yes,No,Yes,Sardar agri vala,medium,high,,,,medium,,,very high,,very high,,Sardar agri ni book ma thi,1,Yes,No,No,No,No,No,,,,,would try it after observing others and/or learning from other sources,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2030.0,1100.0,37000.0,Yes,Yes,No,Yes,matched (3)
B06V70F1961,,Yes,,Yes,,12.0,Yes,Yes,3.0,4200.0,1.0,No,0.0,,No,0.0,4200.0,Yes,2.0,4200.0,No,,,,,,,,,,,,,0.0,,,DAP,,Ammonium Sulphate/SSP/Gypsum/Chirodi,No,No,No,No,No,,,,,,No,No,No,No,No,,,,,,No,Yes,No,No,Yes,No,No,No,No,Yes,No,,,medium,,,high,,,,,low,,,Self,1,Yes,No,No,No,No,No,,,,,would try it after observing others and/or learning from other sources,Yes,2,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,,5,No,No,No,No,Yes,No,No,No,No,,,1700.0,,4200.0,Yes,Yes,No,Yes,matched (3)
B06V70F1962,,Yes,,Yes,,7.0,Yes,Yes,4.0,1400.0,1.0,Yes,1200.0,,No,0.0,2600.0,Yes,3.0,2600.0,No,,,,,,,,,,,,,0.0,Nitrogen,Murate of Potash (MOP),DAP,Sulphur fertilizer,Ammonium Sulphate/SSP/Gypsum/Chirodi,No,Yes,Yes,No,No,,at the time of sowing with Basal fertilizers,30 days after sowing,,,No,No,No,No,No,,,,,,No,Yes,No,Yes,Yes,No,No,No,No,No,No,,,medium,,high,very high,,,,,,,,Potana anubhav thi,1,Yes,No,No,No,No,No,,,,,would try it after observing others and/or learning from other sources,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3365.0,,2600.0,Yes,Yes,No,Yes,matched (3)
B06V70F1965,,Yes,,Yes,,10.0,Yes,Yes,4.0,8000.0,3.0,Yes,11700.0,,No,0.0,19700.0,Yes,3.0,19700.0,No,,,,,,,,,,,,,0.0,Nitrogen,Murate of Potash (MOP),DAP,Sulphur fertilizer,Sulphur fertilizer,Yes,Yes,No,Yes,Yes,at the time of sowing with Basal fertilizers,at the time of sowing with Basal fertilizers,,30 days after sowing,30 days after sowing,No,No,No,No,No,,,,,,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Krushi vignian,medium,high,medium,,very low,very high,very high,very high,very high,very high,high,agro dealers,,.o,No,No,No,No,No,Yes,Market yaad ma mansukh bhai prjapati halvad,,,,would try it immediately,Yes,.o,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Gau mutr / chhas,1,Yes,No,No,No,No,No,No,No,No,,,3182.0,,19700.0,Yes,Yes,No,Yes,matched (3)
B06V70F1966,,Yes,,No,,,,,,,2.0,Yes,4000.0,1.0,Yes,800.0,4800.0,Yes,2.0,600.0,Yes,2,No,Yes,No,No,No,No,,,March,,,4200.0,,DAP,DAP,,,No,Yes,Yes,No,No,,,,,,No,No,No,No,No,,,,,,Yes,Yes,No,No,Yes,No,No,No,No,No,No,,medium,very high,,,very high,,,,,,,,Self,.d,No,No,No,No,Yes,No,,Once every two weeks,.d,Before 2018,would try it after observing others and/or learning from other sources,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2190.0,1150.0,4800.0,Yes,Yes,,Yes,matched (3)
B06V70F1968,,Yes,,Yes,15.0,15.0,Yes,Yes,2.0,7400.0,1.0,Yes,4600.0,,No,0.0,12000.0,Yes,3.0,12000.0,No,,,,,,,,,,,,,0.0,,,DAP,,Ammonium Sulphate/SSP/Gypsum/Chirodi,Yes,Yes,Yes,No,No,at the time of sowing with Basal fertilizers,30 days after sowing,30 days after sowing,,,No,No,No,No,No,,,,,,Yes,Yes,No,No,Yes,Yes,No,No,No,No,No,,low,high,,,low,medium,,,,,,,Report,.d,No,No,No,No,Yes,No,,Once a week,8,Since March/Holi 2018,would try it after observing others and/or learning from other sources,Yes,3,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,,.o,No,No,No,No,No,No,Yes,No,No,Report,,3220.0,,12000.0,Yes,Yes,No,Yes,matched (3)
B06V70F1971,,Yes,,Yes,,18.0,Yes,Yes,4.0,13000.0,2.0,Yes,3000.0,,No,0.0,16000.0,Yes,3.0,16000.0,No,,,,,,,,,,,,,0.0,Nitrogen,Murate of Potash (MOP),20-20-20,Sulphur fertilizer,Sulphur fertilizer,No,Yes,No,No,No,,at the time of sowing with Basal fertilizers,,,,No,Yes,No,No,No,,at the time of sowing with Basal fertilizers,,,,Yes,Yes,Yes,No,No,No,No,No,No,Yes,No,,low,medium,very high,,,,,,,medium,,NGO,,1,Yes,No,No,No,No,No,,,,,would try it after observing others and/or learning from other sources,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3445.0,,16000.0,Yes,Yes,No,Yes,matched (3)
B06V70F1972,,Yes,,Yes,,30.0,Yes,Yes,4.0,10100.0,1.0,No,0.0,,No,0.0,10100.0,Yes,2.0,10100.0,No,,,,,,,,,,,,,0.0,Nitrogen,Murate of Potash (MOP),DAP,Sulphur fertilizer,Sulphur fertilizer,No,Yes,No,No,No,,at the time of sowing with Basal fertilizers,,,,No,No,No,No,No,,,,,,No,Yes,No,No,Yes,Yes,No,No,Yes,No,No,,,medium,,,high,low,,,very low,,,none of these,,.o,No,No,No,No,No,Yes,Agero star,,,,would try it after observing others and/or learning from other sources,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2173.0,,10100.0,Yes,Yes,Yes,Yes,matched (3)
B06V70F1974,,Yes,,Yes,15.0,15.0,Yes,Yes,2.0,3000.0,0.0,No,0.0,1.0,Yes,1600.0,4600.0,Yes,2.0,2600.0,Yes,2,No,Yes,No,No,No,No,,,April,,,2000.0,,DAP,DAP,,Sulphur fertilizer,Yes,Yes,,No,No,30 days after sowing,30 days after sowing,,,,No,No,No,No,No,,,,,,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,No,,medium,medium,high,,high,high,,,low,medium,,none of these,,1,Yes,No,No,No,No,No,,,.,,would try it after observing others and/or learning from other sources,Yes,2 4,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,,5 .o,No,No,No,No,Yes,No,Yes,No,No,Soil report n.a. adhare,,2140.0,1200.0,4600.0,Yes,Yes,No,Yes,matched (3)
B06V70F1978,,Yes,,Yes,40.0,40.0,Yes,Yes,3.0,12200.0,0.0,No,0.0,,No,0.0,12200.0,Yes,3.0,12200.0,No,,,,,,,,,,,,,0.0,,,DAP,Sulphur fertilizer,Sulphur fertilizer,Yes,Yes,Yes,No,No,at the time of sowing with Basal fertilizers,at the time of sowing with Basal fertilizers,at the time of sowing with Basal fertilizers,,,,No,No,No,No,,,,,,No,Yes,No,No,Yes,Yes,No,No,Yes,Yes,No,,,very low,,,medium,medium,,,very low,low,,none of these,,1,Yes,No,No,No,No,No,,,.,,would try it after observing others and/or learning from other sources,Yes,2,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,,5 .o,No,No,No,No,Yes,No,Yes,No,No,Soil report na adhare,,3367.0,,12200.0,Yes,Yes,No,Yes,matched (3)
B06V70F1979,,Yes,,Yes,,15.0,No,No,,,0.0,No,0.0,,No,0.0,0.0,,,,,,,,,,,,,,,,,,Nitrogen,DAP,DAP,,Ammonium Sulphate/SSP/Gypsum/Chirodi,Yes,Yes,Yes,Yes,No,,,,,,No,No,Yes,No,No,,,at the time of sowing with Basal fertilizers,,,Yes,Yes,No,No,Yes,Yes,No,No,No,Yes,No,,very low,medium,,,low,very low,,,,very low,,,Self,1,Yes,No,No,No,No,No,,,,,would try it immediately,Yes,3,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,,5,No,No,No,No,Yes,No,No,No,No,,,,,,Yes,Yes,No,Yes,matched (3)
B06V70F1980,,Yes,,Yes,,10.0,Yes,Yes,3.0,2200.0,2.0,No,0.0,,No,0.0,2200.0,Yes,3.0,2200.0,No,,,,,,,,,,,,,0.0,,,DAP,,Ammonium Sulphate/SSP/Gypsum/Chirodi,Yes,No,No,No,No,at the time of sowing with Basal fertilizers,,,,,No,No,No,No,No,,,,,,No,Yes,No,Yes,Yes,No,No,No,No,No,No,,,very high,,very high,very high,,,,,,,other farmers,,1,Yes,No,No,No,No,No,,,,,would try it after observing others and/or learning from other sources,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3345.0,,2200.0,Yes,Yes,No,Yes,matched (3)
B06V71F1985,,Yes,,Yes,19.0,19.0,No,Yes,1.0,200.0,0.0,No,0.0,,No,0.0,200.0,Yes,1.0,200.0,No,,,,,,,,,,,,,0.0,Nitrogen,Murate of Potash (MOP),DAP,,Sulphur fertilizer,Yes,Yes,No,No,No,30 days after sowing,30 days after sowing,,,,Yes,Yes,Yes,No,No,30 days after sowing,multiple times through the season,at the time of sowing with Basal fertilizers,,,Yes,Yes,No,Yes,Yes,Yes,No,No,No,Yes,No,,medium,very low,,very low,very high,very low,,,,medium,,mobile phone based information,,.d,No,No,No,No,Yes,No,,More than once a week,8,Since March/Holi 2018,would try it after observing others and/or learning from other sources,Yes,.o,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Nanu biyaran,.o,No,No,No,No,No,No,Yes,No,No,Agro ni bhalaman,,1000.0,,200.0,Yes,Yes,No,Yes,matched (3)
B06V71F1986,,Yes,,Yes,19.0,19.0,Yes,Yes,1.0,400.0,4.0,Yes,4200.0,,No,0.0,4600.0,Yes,1.0,4600.0,No,,,,,,,,,,,,,0.0,Nitrogen,Murate of Potash (MOP),DAP,,Sulphur fertilizer,Yes,Yes,No,No,No,30 days after sowing,30 days after sowing,,,,No,No,No,No,No,,,,,,No,Yes,No,No,Yes,Yes,No,No,No,No,No,,,medium,,,high,medium,,,,,,,Self,1,Yes,No,No,No,No,No,,,.,,would try it immediately,Yes,9,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,,1,Yes,No,No,No,No,No,No,No,No,,,1100.0,,4600.0,Yes,Yes,No,Yes,matched (3)
B06V71F1987,,Yes,,Yes,,20.0,Yes,Yes,1.0,400.0,3.0,Yes,3000.0,,No,0.0,3400.0,Yes,2.0,3400.0,No,,,,,,,,,,,,,0.0,Nitrogen,Murate of Potash (MOP),DAP,Sulphur fertilizer,Sulphur fertilizer,Yes,No,Yes,No,Yes,at the time of sowing with Basal fertilizers,,at the time of sowing with Basal fertilizers,,at the time of sowing with Basal fertilizers,Yes,Yes,No,No,Yes,at the time of sowing with Basal fertilizers,30 days after sowing,,,at the time of sowing with Basal fertilizers,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,No,,medium,very high,,medium,very high,high,,,medium,medium,,other farmers,,1,Yes,No,No,No,No,No,,,,,would try it immediately,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2220.0,,3400.0,Yes,Yes,No,Yes,matched (3)
B06V71F1990,,Yes,,Yes,15.0,15.0,Yes,Yes,3.0,4500.0,1.0,No,0.0,,No,0.0,4500.0,Yes,2.0,4500.0,No,,,,,,,,,,,,,0.0,Nitrogen,,DAP,Ammonium Sulphate/SSP/Gypsum/Chirodi,Ammonium Sulphate/SSP/Gypsum/Chirodi,Yes,Yes,Yes,No,Yes,30 days after sowing,at the time of sowing with Basal fertilizers,at the time of sowing with Basal fertilizers,,,No,No,No,No,No,,,,,,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,No,,very low,medium,,high,low,very low,,,medium,low,,,Report,1,Yes,No,No,No,No,No,,,.,,would try it after observing others and/or learning from other sources,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2260.0,,4500.0,Yes,Yes,No,Yes,matched (3)
B06V71F1993,,Yes,,No,,,,,,,1.0,No,0.0,,No,0.0,0.0,,,,,,,,,,,,,,,,,,,DAP,DAP,DAP,,Yes,No,Yes,No,No,,,,,,No,No,No,No,No,,,,,,Yes,Yes,No,No,Yes,Yes,No,No,No,No,No,,low,very low,,,medium,high,,,,,,,Self,.d,No,No,No,No,Yes,No,,Once every two weeks,8,Since March/Holi 2018,would try it after observing others and/or learning from other sources,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,No,Yes,matched (3)
B06V71F1994,,Yes,,Yes,45.0,45.0,Yes,Yes,3.0,12340.0,0.0,No,0.0,,No,0.0,12340.0,Yes,2.0,12340.0,No,,,,,,,,,,,,,0.0,Nitrogen,Murate of Potash (MOP),DAP,Sulphur fertilizer,Sulphur fertilizer,No,Yes,Yes,No,No,,at the time of sowing with Basal fertilizers,at the time of sowing with Basal fertilizers,,,No,No,No,No,No,,,,,,Yes,Yes,No,No,Yes,Yes,No,No,No,No,No,,medium,high,,,very high,very high,,,,,,,Self,.d,No,No,No,No,Yes,No,,Once every few months,8,Since March/Holi 2018,would try it after observing others and/or learning from other sources,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2220.0,,12340.0,Yes,Yes,No,Yes,matched (3)
B06V71F1997,,Yes,,No,,,,,,,1.0,No,0.0,,No,0.0,0.0,,,,,,,,,,,,,,,,,,Nitrogen,,DAP,,Sulphur fertilizer,Yes,No,No,No,No,30 days after sowing,,,,,No,No,No,No,No,,,,,,No,Yes,No,No,Yes,Yes,No,No,No,No,No,,,very high,,,high,high,,,,,,,Self,1,Yes,No,No,No,No,No,,,,,would try it after observing others and/or learning from other sources,Yes,2,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,,5,No,No,No,No,Yes,No,No,No,No,,,,,,Yes,Yes,No,Yes,matched (3)
B06V71F1998,,Yes,,Yes,15.0,15.0,Yes,Yes,4.0,4800.0,4.0,Yes,13760.0,1.0,Yes,4300.0,22860.0,Yes,4.0,22860.0,No,,,,,,,,,,,,,0.0,Nitrogen,Murate of Potash (MOP),DAP,,Ammonium Sulphate/SSP/Gypsum/Chirodi,Yes,No,No,No,No,30 days after sowing,,,,,No,No,No,No,No,,,,,,No,Yes,No,No,Yes,Yes,No,No,No,No,No,,,medium,,,high,high,,,,,,,Self,1,Yes,No,No,No,No,No,,,.,,would try it after observing others and/or learning from other sources,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4120.0,,22860.0,Yes,Yes,No,Yes,matched (3)
B06V71F1999,,Yes,,Yes,21.0,21.0,Yes,Yes,2.0,2100.0,4.0,Yes,1460.0,,No,0.0,3560.0,Yes,1.0,3560.0,No,,,,,,,,,,,,,0.0,Nitrogen,Murate of Potash (MOP),DAP,,Ammonium Sulphate/SSP/Gypsum/Chirodi,No,No,No,No,No,,,,,,No,No,No,No,No,,,,,,Yes,Yes,No,No,Yes,Yes,No,No,No,No,No,,very low,medium,,,low,very low,,,,,,,Self,1,Yes,No,No,No,No,No,,,.,,would try it after observing others and/or learning from other sources,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1010.0,,3560.0,Yes,Yes,No,Yes,matched (3)
B06V71F2000,,Yes,,Yes,9.0,9.0,Yes,Yes,3.0,3420.0,1.0,No,0.0,,No,0.0,3420.0,Yes,2.0,3420.0,No,,,,,,,,,,,,,0.0,Nitrogen,,DAP,,,Yes,Yes,Yes,No,No,at the time of sowing with Basal fertilizers,,,,,No,No,No,No,No,,,,,,No,Yes,No,No,Yes,Yes,No,No,No,Yes,No,,,very low,,,medium,medium,,,,very low,,none of these,,.o,No,No,No,No,No,Yes,U tube,,.,,would try it immediately,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2240.0,,3420.0,Yes,Yes,No,Yes,matched (3)
B06V71F2001,,Yes,,Yes,30.0,30.0,Yes,Yes,2.0,2400.0,3.0,Yes,8000.0,,No,0.0,10400.0,Yes,2.0,10400.0,No,,,,,,,,,,,,,0.0,Nitrogen,DAP,DAP,,Sulphur fertilizer,No,No,Yes,No,No,,,,,,No,No,No,No,No,,,,,,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,,medium,low,medium,medium,high,high,,,low,medium,,agro dealers,,.d,No,No,No,No,Yes,No,,More than once a week,8,Before 2018,would try it after observing others and/or learning from other sources,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2250.0,,10400.0,Yes,Yes,No,Yes,matched (3)
B06V71F2002,,Yes,,Yes,11.0,,No,No,,,1.0,No,0.0,,No,0.0,0.0,,,,,,,,,,,,,,,,,,Nitrogen,,DAP,Sulphur fertilizer,Ammonium Sulphate/SSP/Gypsum/Chirodi,Yes,Yes,Yes,Yes,No,at the time of sowing with Basal fertilizers,30 days after sowing,,30 days after sowing,,Yes,Yes,Yes,Yes,No,at the time of sowing with Basal fertilizers,30 days after sowing,,30 days after sowing,,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,,medium,medium,,high,very high,very high,,very high,very high,medium,,none of these,,1,Yes,No,No,No,No,No,,,.,,would try it after observing others and/or learning from other sources,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,No,Yes,matched (3)
B06V71F2006,,Yes,,Yes,,30.0,Yes,Yes,2.0,4800.0,0.0,No,0.0,,No,0.0,4800.0,Yes,1.0,4800.0,No,,,,,,,,,,,,,0.0,Nitrogen,Murate of Potash (MOP),DAP,,Sulphur fertilizer,No,No,No,No,No,,,,,,No,No,No,No,No,,,,,,No,Yes,No,No,Yes,Yes,No,No,Yes,Yes,No,,,medium,,,high,high,,,medium,medium,,,Self,.d,No,No,No,No,Yes,No,,Once every two weeks,8,Since June /Sowing cotton 2018,would try it after observing others and/or learning from other sources,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1150.0,,4800.0,Yes,Yes,No,Yes,matched (3)
B06V71F2010,,Yes,,Yes,,16.0,Yes,Yes,2.0,4200.0,1.0,Yes,3400.0,,No,0.0,7600.0,Yes,4.0,7600.0,No,,,,,,,,,,,,,0.0,,,20-20-20,,Ammonium Sulphate/SSP/Gypsum/Chirodi,No,No,No,No,No,,,,,,No,No,No,No,No,,,,,,Yes,Yes,No,Yes,No,Yes,No,No,No,No,No,,high,high,,high,,medium,,,,,,none of these,,1,Yes,No,No,No,No,No,,,,,would try it after observing others and/or learning from other sources,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4470.0,,7600.0,Yes,Yes,No,Yes,matched (3)
B06V71F2012,,Yes,,No,,,,,,,1.0,No,0.0,,No,0.0,0.0,,,,,,,,,,,,,,,,,,Nitrogen,Murate of Potash (MOP),DAP,,Ammonium Sulphate/SSP/Gypsum/Chirodi,Yes,Yes,Yes,No,No,30 days after sowing,30 days after sowing,,,,,,,No,,,,,,,Yes,Yes,No,No,Yes,Yes,No,No,No,No,No,,low,very low,,,high,medium,,,,,,,Self,.d,No,No,No,No,Yes,No,,Once every two weeks,8,Since March/Holi 2018,would try it after observing others and/or learning from other sources,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,No,Yes,matched (3)
